snapnum subfindid redshift total_quant_match mstar mgas msub mbh mbar sfr bhar x_pix y_pix total_quant photutils_label photutils_xcen photutils_ycen segment_flux sm_flag sm_flag_sersic sm_flag_catastrophic sm_gini sm_m20 sm_bulge sm_merger sm_sn_per_pixel sm_c sm_a sm_rhalf_e sm_rpetro_e sm_flux_e sm_xc_cen sm_yc_cen sm_sersic_n sm_sersic_rhalf sm_shape_asym sm_m sm_i sm_d sm_label
        38     119064      1.65682602 6784.52001953   1.5238e+10    5.205e+09   4.3557e+10   1.1941e+08   2.0562e+10  24.01700000   0.01304800 21619.646279 5056.750845 6784.52001953      49504 21620.402938 5054.175616 7610.84792785          0          0          0   0.558986  -1.580650  -0.097631   0.006685  12.354896   2.351928   0.107882   6.587203  12.386872 6834.116137  79.402916 205.175670   0.968355   3.396836   0.897982   0.000000   0.000000   0.106234      49504
        28     128916      2.61467719 2331.17309570   9.9611e+09   1.0612e+10   4.9356e+11    3422000.0   2.0577e+10  14.97170000   0.00096889 21748.046534 5073.910697 2331.17309570      49505 21741.988983 5057.582664 4063.45251001          1          1          0   0.564736  -1.620809  -0.041335   0.006797   3.519480   3.271067   0.686752  29.858799  19.330270 2590.995010 300.990010 242.583630  18.448592 2279.869152   0.801120   0.530198   0.241559   0.216529      49505
        31     165232      2.22573853 2484.95190430   7.3326e+09    1.184e+10   5.6547e+11   1.9978e+07   1.9193e+10  14.19720000   0.00231930 21278.965635 5100.431401 2484.95190430      49506 21276.687649 5097.224546 2405.00159851          0          0          0   0.498701  -1.785430  -0.254125  -0.081460   3.088765   3.189980   0.325764  12.152128  21.589314 2269.489367 102.688515 142.223187   2.097914  11.317599   0.667721   0.196970   0.162464   0.071657      49506
        37     174982      1.74528635 8690.02539062   4.1685e+10   3.2601e+07   1.4544e+12   3.1288e+08    4.203e+10   0.00000000   0.00009495 21309.085690 5133.431424 8690.02539062      49507 21308.671912 5135.385856 9123.52486359          0          0          0   0.540579  -1.904664   0.035797  -0.056575   7.679516   3.213950   0.047024   7.538621  14.135421 8034.811672 182.671447 214.386079   1.760634   8.292677   0.533489   0.000000   0.000000   0.006507      49507
        65       7362      0.56591803 2044.23413086   1.2934e+09          0.0   3.2068e+10    2038400.0   1.2955e+09   0.00000000   0.00000000 21197.365488 5172.311647 2044.23413086      49508 21201.223700 5176.059780 2179.17763929          0          0          0   0.715072  -0.541410  -0.045194   0.305666   0.654699   4.332886   0.522934  51.411606 111.155799 3797.266444 208.223286 179.059222   2.282329  18.587431   0.831847   0.134183   0.040938   0.103066      49508
        27      50149      2.75346398 7422.39404297   2.9752e+10   9.0717e+09   1.5679e+12   8.4098e+07   3.8908e+10  28.03760000   0.01172300 21775.646589 5271.551052 7422.39404297      49513 21770.067190 5264.174197 10718.29185539          0          1          0   0.543436  -1.691527  -0.097763  -0.024121   9.723791   3.080219   0.342586  12.945631  14.296633 7368.558569 176.067190 214.174197  19.971156 407.286723   0.965051   0.057692   0.077030   0.260483      49513
        65       7750      0.56596029 917.92797852   5.4732e+08          0.0   6.1826e+08          0.0   5.4732e+08   0.00000000   0.00000000 21696.926431 5313.071242 917.92797852      49519 21696.746701 5311.899728 1318.09869508          0          0          0   0.467700  -1.671552  -0.486500  -0.096323   5.996940   2.515914   0.056853   4.286866   6.888012 1107.617475  47.746701  62.899728   2.318272   5.069064   0.694015   0.000000   0.000000   0.033002      49519
        65     475004      0.56316268 1042.49121094   3.0768e+08   6.2843e+08   4.1025e+10    2098200.0   9.3821e+08   0.13940000   0.00002323 22255.047607 5362.630556 1042.49121094      49523 22251.012293 5368.949012 1353.91793284          0          0          0   0.607879  -1.736581   0.252450   0.033415   1.111336   3.678907   0.413009  18.978611  38.683063 1485.026619 163.012587 147.948293   2.119014  18.983565   0.352955   0.056196   0.107648   0.086835      49523
        65       7471      0.56595892 6857.28515625    1.235e+09   4.6411e+08   2.2411e+09          0.0   1.6991e+09   1.09590000   0.00000000 21654.926348 5369.111407 6857.28515625      49527 21636.574117 5359.405213 9689.14138843          1          0          0   0.856880  -0.756858   0.806058   0.416108   1.019628   1.528992   0.576277  92.926066 227.759587 24642.192153 398.575015 257.405733   1.615911 219.197898   0.886316   0.000000   0.000000   0.157598      49527
        62     349648      0.64046383 1060.55285645   3.9548e+08   1.2984e+09   1.4115e+11    1554200.0   1.6955e+09   0.18520000   0.00001603 22360.647844 5415.070511 1060.55285645      49535 22348.417670 5424.229781 1762.11253927          0          0          0   0.654458  -0.870548  -0.117144   0.199907   0.925741   2.387216   0.590620  30.963701  58.879383 2111.591040 197.418336 157.229640   3.226866  22.874738   0.251019   0.460232   0.691487   0.501886      49535
        29     112539      2.36534548 6624.39355469   2.4316e+10   5.0797e+09    9.522e+11   8.3849e+07   2.9479e+10  27.29090000   0.09098500 21631.526302 5461.511614 6624.39355469      49540 21623.933579 5454.522818 11042.93596948          1          1          0   0.662377  -2.047028   0.737355   0.044216   4.191627   5.414147   0.558602  83.035640  37.392414 9410.120034 269.933579 233.522818   3.500000  83.035640   0.833952   0.012027   0.000000   0.057692      49540
        55     428496      0.83346796 13303.98339844   9.3582e+09   5.4477e+09   3.4063e+11   1.6578e+07   1.4822e+10   3.90580000   0.00140990 22230.447552 5479.270827 13303.98339844      49541 22226.592986 5483.998519 15019.40252216          0          0          0   0.450090  -1.415815  -0.750897  -0.078210   5.111346   2.394884   0.336585  17.748654  31.025298 14205.981600 251.593022 303.998467   0.950233  14.583832   0.467001   0.057692   0.524635   0.165076      49541
        65       7403      0.56596941 20533.81640625   2.0281e+09   1.2477e+09   4.0921e+09          0.0   3.2757e+09   9.40530000   0.00000000 21724.646487 5471.591509 20533.81640625      49542 21723.156194 5470.164105 24119.81646256          1          1          0   0.558157  -1.635625  -0.063633  -0.001776  35.959096   2.278581   0.058519  18.963958   7.800789 21574.311442 100.156194  82.164105 216.406790  81.330022   1.628222   0.000000   0.000000   0.179885      49542
        65       7518      0.56597155 1851.39282227   1.0626e+08   1.6918e+09   2.2105e+09          0.0    1.798e+09   1.34120000   0.00000000 21584.966211 5476.151703 1851.39282227      49543 21574.335339 5474.221585 3450.13862580          1          0          0   0.533927  -1.635143  -0.183907  -0.025697   2.812827   3.040562   0.610164  16.216627  30.313769 3150.372710 173.335339 112.221585   5.032770 110.848423   0.941897   0.005714   0.019357   0.218305      49543
        65       7506      0.56597716 2601.23022461   1.9194e+08   1.7964e+09   2.3383e+09          0.0   1.9884e+09   1.38510000   0.00000000 21570.686184 5529.791822 2601.23022461      49547 21556.004205 5533.531492 4707.29080795          0          0          0   0.680948  -1.520622   0.464482   0.135772   1.452026   1.051927   1.376659  35.290777  69.312835 5072.271520 200.005704 135.529244   1.815095 105.183824   0.651179   0.005756   0.503172   0.284179      49547
        65       7373      0.56598055 16444.95117188   3.3393e+09   6.4962e+08    5.595e+09          0.0    3.989e+09   2.87420000   0.00000000 21838.166717 5585.831573 16444.95117188      49560 21850.024484 5595.476951 21512.44797595          1          1          0   0.946689  -0.691954   1.205636   0.514041   0.024114   0.474897 -420768518995404390627786012904914944.000000 202.332956 530.072752 167222.874090 338.024484 283.476951   1.000000 202.332956   1.000000   0.000000   0.000000   0.170198      49560
        65       7283      0.56613094 9522.83496094   3.6028e+09   3.7435e+09   1.4231e+11   1.3661e+07     7.36e+09   0.74220000   0.00012350 21621.206282 5693.112057 9522.83496094      49568 21611.112172 5694.257450 13628.11501913          1          1          0   0.709497  -0.856620   0.145649   0.256332   5.311336   3.626247   0.435229  75.489670  68.749402 13464.991555 326.112513 281.257132   2.871448  75.489670   0.888604   0.034347   0.199540   0.104170      49568
        65       7332      0.56597143 7661.64453125   5.1435e+09          0.0    1.849e+10    2.719e+07   5.1707e+09   0.00000000   0.00000000 21977.967007 5755.751708 7661.64453125      49571 21979.677870 5756.886398 9133.25630483          1          0          0   0.529099  -1.827990  -0.074165  -0.057283   5.288376   3.085388  -0.004265   8.973898  18.081169 7868.506351 261.677656 233.886107   1.760449   9.654475   0.173143   0.000000   0.000000   0.057719      49571
        65       7600      0.56597161 1014.66003418   8.3126e+08          0.0   9.3748e+08          0.0   8.3126e+08   0.00000000   0.00000000 21843.446727 5816.831997 1014.66003418      49573 21843.748879 5817.027967 1165.49191381          0          0          0   0.451972  -1.467630  -0.705672  -0.083548   6.343032   2.366871   0.037822   3.645102   6.587929 1044.016278  62.748879  77.027967   0.999872   3.162809   0.368120   0.000000   0.000000   0.107280      49573
        65     475003      0.56314278 11064.09960938   2.4793e+09   4.9885e+09   2.1763e+11    2792600.0   7.4705e+09   2.97390000   0.00017980 21604.646250 5833.752331 11064.09960938      49574 21593.874921 5837.287058 11756.60893064          0          0          0   0.644921  -1.903327   0.551365   0.046910   2.764108   3.424063   0.517503  34.046223  55.541897 10882.777894 408.876063 332.285970   2.113770  17.472774   0.747470   0.070033   0.146746   0.073338      49574
        24      72324      3.19741511 1735.91430664   1.0978e+10   1.7219e+09   5.1752e+11   4.1355e+07   1.2742e+10   7.13260000   0.02602600 21420.445897 5976.912806 1735.91430664      49579 21421.842417 5976.333124 1864.39053168          1          1          0   0.603173  -1.742705   0.233401   0.027905   4.537479   3.211755   0.180581   4.003750   9.717191 1660.578815 144.842485 128.333226   1.877581   4.003750   0.355630   0.011561   0.000000   0.012378      49579
        20       4853      4.06549263 1835.41540527   1.4074e+10   5.9785e+09   2.9314e+11    4.141e+07   2.0094e+10  41.49890000   0.00992760 22394.847922 5980.511583 1835.41540527      49580 22399.445935 5978.390044 2153.71509631          1          0          0   0.591215  -1.496234   0.003403   0.050326   6.319060   2.375645   0.095230  14.063432  12.701525 1758.019076 172.445277 113.390331   0.671185   3.976040   0.625672   0.000000   0.000000   0.196772      49580
        62      52184      0.64999431 4627.72949219   1.1825e+09    5.105e+08   2.1258e+09          0.0    1.693e+09   0.88810000   0.00000000 22350.327821 6039.911754 4627.72949219      49581 22350.636337 6038.078964 5643.13538343          0          0          0   0.515228  -1.636318  -0.275651  -0.044372  14.082952   2.337113   0.088310   5.623577   8.024802 4984.489844  87.636337 119.078964   0.908048   2.156965   0.666556   0.000000   0.000000   0.082840      49581
        68     480589      0.50634962 14337.27343750   4.5806e+09   3.7749e+09   4.0208e+11   1.7659e+07   8.3732e+09   1.45480000   0.00038703 21757.766553 6198.072780 14337.27343750      49594 21757.319962 6200.319205 14696.91276792          1          0          0   0.597951  -2.177589   0.508926  -0.037714   4.063828   3.639070   0.131975  21.455641  40.342423 13899.156915 242.320028 329.319376   2.143951  20.489933   0.916326   0.125000   0.291212   0.005573      49594
        36     234136      1.79859304 2900.55859375   9.1225e+09   4.0456e+09   4.3938e+11   4.9908e+07   1.3218e+10   4.02060000   0.00478940 21815.006669 6167.952659 2900.55859375      49595 21815.373492 6167.492975 3022.08764593          1          0          0   0.572652  -1.971184   0.240659  -0.034069   4.256883   3.645817   0.110683   9.772111  19.052707 2914.454863  80.373348 151.493120   1.807967   9.555291   0.859988   0.000000   0.000000   0.010922      49595
        59     385612      0.72736156 17137.59570312    1.132e+10   1.2825e+09   6.3245e+11   6.8507e+07   1.2671e+10   1.14700000   0.00109450 21958.646966 6191.112525 17137.59570312      49600 21959.746775 6193.986577 17824.06652962          0          0          0   0.532193  -1.723119  -0.131521  -0.039642  10.214695   2.864290   0.072634   8.343745  15.544710 15364.044785 350.746739 359.986441   1.739609   7.416111   0.452433   0.000000   0.000000   0.083678      49600
        65     564001      0.56940895 3645.55395508   1.2351e+09   9.0426e+08   1.3903e+11    3685500.0    2.143e+09   0.28190000   0.00012500 22069.407201 6193.992394 3645.55395508      49601 22068.870014 6193.056112 3727.60845330          1          0          0   0.532852  -1.562345  -0.239675  -0.016642   4.028025   2.898807   0.086227  10.021483  19.616503 3508.937195 146.869967 157.056133   1.412725  10.940253   0.506348   0.000000   0.000000   0.031489      49601
        62      52222      0.64999133 752.50018311   5.3786e+08          0.0   3.5298e+09          0.0   5.3786e+08   0.00000000   0.00000000 22573.408338 6214.991795 752.50018311      49605 22584.322805 6204.645218 1227.82854424          1          0          0   0.536633  -0.926814  -0.661387   0.075439   0.798780   2.073154   0.182360  35.257363  77.001985 1457.816859 166.322791 152.645358   1.795706  36.284337   0.534956   0.635616   0.657782   0.348430      49605
        41     326847      1.47730029 3048.66870117   6.2082e+09      4.4e+09   3.7305e+11   2.0376e+07   1.0629e+10   2.85250000   0.00178950 21929.006904 6292.032737 3048.66870117      49608 21928.493761 6291.440553 3042.61581152          1          0          0   0.591286  -1.946392   0.315718  -0.012175   3.192680   3.537075   0.175674   9.367719  17.612671 2824.448893 148.493628 154.440583   2.126797   9.849590   0.538193   0.001988   0.000000   0.017786      49608
        59     385613      0.72735476 3298.83129883   2.0789e+09   2.2341e+09    3.536e+10    4352500.0   4.3174e+09   0.97590000   0.00014648 21782.366603 6301.992929 3298.83129883      49609 21781.581621 6303.099528 3471.58748679          0          0          0   0.548898  -1.876700   0.057596  -0.044453   3.132154   3.129256   0.216637  10.233071  19.777717 3316.846855 155.581761 160.099394   1.617408   7.936492   0.227793   0.000000   0.000000   0.059844      49609
        65       7478      0.56594068 4576.59277344   1.5302e+09          0.0   1.8322e+09          0.0   1.5302e+09   0.00000000   0.00000000 21988.167028 6315.912708 4576.59277344      49610 21988.090334 6315.424486 4702.15341520          0          0          0   0.464256  -1.671204  -0.503789  -0.099684  16.637635   2.323831   0.045983   3.195264   6.030868 4456.027165 127.090334  71.424486   0.840358   2.212477   0.821649   0.000000   0.000000   0.155073      49610
        62      52106      0.65021479 9471.68359375    4.333e+09   7.9416e+08   1.1719e+11   1.8339e+07   5.1455e+09   0.22980000   0.00046133 21634.406308 6323.833138 9471.68359375      49611 21635.555218 6324.780789 10569.83848584          1          1          0   0.524538  -1.771939  -0.135583  -0.054007   7.624930   3.101523   0.020274 119.007377  13.952658 8088.961925 254.556690 281.782175   1.661547 119.007377   1.483908   0.000000   0.000000   0.051986      49611
        29     479468      2.45023942  16.67466736   3.9084e+07   3.6746e+08   2.2802e+10          0.0   4.0654e+08   0.13570000   0.00000000 19210.762645 4905.193581  16.67466736      49613 19209.895849 4904.309656  25.61094614          1          1          0   0.354588  -1.495431  -1.168454  -0.183822   0.594447   2.085079  -0.073631   9.180308   9.725044  33.469413  27.895849  28.309656   1.000000   9.180308   0.575122   0.065217   0.000000   0.082188      49613
        30     311209      2.34906769 251.36682129   8.5339e+08   1.2013e+09   1.3193e+11    2230800.0    2.057e+09   1.01420000   0.00022763 9011.719812 4908.916818 251.36682129      49620 9011.820983 4908.694379 220.56081012          0          0          0   0.511143  -1.765187  -0.206567  -0.066329   1.640390   2.969096   0.229870   6.493200  12.462497 234.356500  36.820983  51.694379   1.057437   5.732142   0.644137   0.000000   0.000000   0.079282      49620
        27     140218      2.83701468 453.46029663   1.2875e+09   1.9316e+09   3.6851e+11    2033900.0   3.2211e+09   1.27380000   0.00017192 9034.039816 4941.556865 453.46029663      49621 9035.431276 4942.760789 346.94579067          0          0          0   0.553696  -1.758714  -0.000415  -0.023302   1.956058   2.974274   0.148736   8.159697  12.477715 332.488159  83.431276  54.760789   2.102151   5.945277   0.700454   0.047619   0.040628   0.108514      49621
        22      55478      3.84737611 908.59313965   3.5983e+09   6.9491e+09   4.3626e+11    3747500.0   1.0551e+10  13.43760000   0.00102220 17810.961384 4915.034962 908.59313965      49623 17810.131936 4916.316065 792.60844804          0          0          0   0.522632  -1.917293  -0.044289  -0.076098   2.563812   3.288180   0.246431   6.532715  14.151771 803.341028  52.131936  68.316065   1.320537   5.510466   0.495982   0.010870   0.000000   0.091646      49623
        31     172435      2.22626281  60.01752090   2.7195e+08   4.9759e+08   5.8654e+10    1344100.0   7.7088e+08   0.19780000   0.00003054 17844.081408 4914.194932  60.01752090      49625 17843.651810 4913.347209  51.88763119          0          0          0   0.514400  -1.662929  -0.261311  -0.048891   0.677234   2.904064   0.031113   9.376399  17.204067  68.400144  24.651810  40.347209   0.854631   7.218021   0.207982   0.018868   0.000000   0.174454      49625
        33     195514      2.09604859 2715.79223633   1.1112e+10   2.3146e+09   3.8438e+11   6.6473e+07   1.3493e+10   3.95090000   0.00336130 12023.840000 4923.197502 2715.79223633      49626 12023.425214 4923.616667 2681.09243334          0          0          0   0.592215  -1.827767   0.238108   0.005234   4.571317   3.186358   0.119981   5.198839  12.999483 2633.631931  98.425125  78.616615   1.657752   5.365944   0.389662   0.007905   0.000000   0.057065      49626
        73     637977      0.40679771 168.39535522   3.8147e+07   5.7421e+08   7.9013e+10    1189900.0   6.1354e+08   0.01140000   0.00000023 11992.160000 4941.917522 168.39535522      49627 11990.546757 4937.057162 126.50163250          1          0          0   0.529416  -1.436486  -0.343904  -0.002549   0.395156   2.793328   0.193100  14.201354  45.373480 204.837846  71.545359  73.055903   1.027244  20.642153   0.634760   0.188119   0.606948   0.442430      49627
        24     256716      3.36079311  22.00684738   1.0314e+08   5.5446e+08   3.9205e+10          0.0    6.576e+08   0.17120000   0.00000000 18247.521720 4912.754565  22.00684738      49628 18252.123557 4914.105608  30.45042038          0          0          0   0.496269  -1.493986  -0.468138  -0.043358   0.450972   3.091243  -0.016637   7.931404  16.700674  48.849288  44.123557  23.105608   0.977138  11.531671   0.345620   0.119403   0.048842   0.118389      49628
        62     499112      0.61564058 8587.09375000   3.5649e+09   1.7432e+09   2.3511e+11   1.3744e+07   5.3219e+09   1.09330000   0.00041834 18220.641698 4949.714644 8587.09375000      49629 18220.598664 4949.917304 8724.28224694          0          0          0   0.559953  -1.863525   0.103191  -0.031676   5.218268   3.184501   0.201139   9.154354  23.111296 8667.499878 144.598664 119.917304   1.414504  11.362819   0.639395   0.034335   0.069574   0.036427      49629
        62      52169      0.64999384 2083.87329102   1.0603e+09          0.0    8.796e+09    3325400.0   1.0636e+09   0.00000000   0.00000000 18254.721726 4952.714617 2083.87329102      49630 18256.645892 4953.800745 2086.54292077          0          0          0   0.525574  -1.873161  -0.060308  -0.067051   2.418764   3.086652   0.349185  11.661900  23.644885 2054.419056 119.645843 119.800719   1.473771  12.813135   1.073916   0.000885   0.000000   0.039066      49630
        27      78419      2.74522066 5000.07324219   2.3414e+10   5.1692e+09   9.8579e+11   4.5117e+07   2.8628e+10  14.49520000   0.00523790 18186.801671 4965.554698 5000.07324219      49632 18186.711547 4967.237064 4411.61449832          1          0          0   0.498776  -1.429765  -0.500231  -0.031949   9.899797   2.767936   0.191870   4.762262   7.453124 3775.653344 125.711300 109.236821   2.134461   6.070095   0.388205   0.000000   0.000000   0.202602      49632
        42     312517      1.38846862 2515.09667969   3.5953e+09   3.0201e+09   5.2929e+11    5951700.0   6.6214e+09   4.06130000   0.00085822 18099.921601 4985.594806 2515.09667969      49633 18099.293747 4985.809879 2200.49298092          0          0          0   0.568744  -1.692410   0.028121   0.000811   5.345289   2.939100   0.164153   4.781431   9.288014 1996.010236  92.293808 116.809921   1.520544   2.856969   0.418196   0.000000   0.000000   0.130092      49633
        42     312518      1.38848650 868.38269043   1.0517e+09   1.4325e+09   1.2968e+10    2003400.0   2.4862e+09   1.46460000   0.00018034 18117.801615 5009.474824 868.38269043      49634 18119.850421 5004.322833 1100.85571619          0          0          0   0.606688  -1.607070   0.156805   0.050238   2.728826   2.768994   0.337195  11.087200  18.793066 1002.439491 111.850409 130.322882   1.420463   5.059979   0.674510   0.002618   0.000000   0.113296      49634
        27      92072      2.84855342 4450.80078125   2.7377e+10   3.9621e+09   8.3095e+11   1.9497e+08   3.1534e+10  16.20350000   0.00775150 17990.601517 5014.634946 4450.80078125      49635 17990.740682 5014.945486 4598.84109143          0          0          0   0.532366  -1.698827  -0.147501  -0.036094   8.027535   2.803525   0.084017   4.678310   9.537955 4294.889658 110.740682  95.945486   1.442207   5.156235   0.481846   0.000000   0.000000   0.060821      49635
        45     357650      1.25585318 1441.37182617    1.985e+09   3.4604e+09   3.0745e+11    7065900.0   5.4524e+09   0.74420000   0.00014784 18036.801552 5037.314937 1441.37182617      49637 18043.117335 5040.617573 1104.64662965          0          0          0   0.589912  -1.627963   0.088243   0.030726   1.220201   3.513387   0.466700  19.274707  44.629997 1174.707914 119.117701 116.617500   1.912271  19.936859   0.518252   0.058088   0.076296   0.265363      49637
        82     756589      0.22590554  53.65034866    3724900.0   2.4415e+08   2.7469e+10          0.0   2.4787e+08   0.00000000   0.00000000 2048.233052 4964.110177  53.65034866      49642 2064.580093 4978.963020  52.53447873          0          0          0   0.438277  -1.239646  -0.931454  -0.065417   0.781977   2.267595   0.759100   9.504845  15.648826  62.006596  41.580017  35.962642   0.264646  12.737572   0.238843   0.206897   0.285365   0.055944      49642
        24     126959      3.21176243 586.54956055   2.6167e+09   4.9111e+09    2.059e+11    2283700.0   7.5301e+09   7.45180000   0.00027526 2378.593722 4928.830587 586.54956055      49645 2379.927636 4929.621777 540.11858088          0          0          0   0.462387  -1.490383  -0.638351  -0.076400   2.253374   2.626303   0.363827   7.141230  14.209307 553.839914  54.927581  48.621725   0.741370   6.617616   0.387645   0.026667   0.000000   0.179046      49645
        27     209040      2.67591000 146.11254883   6.1527e+08    8.254e+08   1.2207e+11    1625500.0   1.4423e+09   0.59470000   0.00008841 2348.833663 4937.950563 146.11254883      49646 2349.837928 4937.126890 127.72753253          0          0          0   0.481026  -1.366753  -0.631761  -0.040763   1.212573   2.483635   0.137107   6.207469  12.770407 140.685514  42.837928  32.126890   0.681799   5.898898   0.448144   0.004405   0.000000   0.083365      49646
        49     403727      1.03192878 5158.29296875   7.1209e+09   3.1123e+09   3.4863e+11   4.0835e+07   1.0274e+10   1.94780000   0.00147020 20324.124069 4949.832363 5158.29296875      49649 20324.096423 4950.313086 4935.07393058          0          0          0   0.575744  -1.713398   0.077319   0.004824   4.206174   3.345783   0.146067   9.839449  23.494853 4874.650598 134.096423 112.313086   1.474784  10.374326   0.293750   0.009245   0.012381   0.191987      49649
        67     462003      0.51349777 660.73193359   2.5287e+08   3.3839e+08   4.2514e+10    1334400.0    5.926e+08   0.02710000   0.00000381 20384.004157 4979.472341 660.73193359      49650 20384.196761 4979.757569 591.88704257          0          0          0   0.553745  -1.788319   0.020345  -0.027369   1.303950   3.162465   0.205132   9.740020  22.290858 639.881103  86.196761  68.757569   1.205243   9.299365   0.530183   0.004353   0.000000   0.098373      49650
        18      55876      4.64637518 112.79977417   1.0672e+09   1.5632e+09   1.4336e+11    1840400.0   2.6323e+09   3.20740000   0.00021158 22656.448536 4923.069001 112.79977417      49651 22657.358048 4924.170290  99.52379941          0          0          0   0.451684  -1.633656  -0.592041  -0.106911   1.594690   2.384260   0.106544   4.378241   7.856917 105.998636  28.358048  28.170290   0.666588   3.917326   0.529500   0.000000   0.000000   0.084983      49651
        30     405051      2.30231476  28.79719353    9.232e+07   5.0506e+08    6.034e+10    1903300.0   5.9928e+08   0.20090000   0.00000859 22658.248540 4939.749036  28.79719353      49652 22658.691953 4938.855775  21.42991779          1          1          0   0.534379  -1.509484  -0.268751  -0.007783   0.520158   3.806954  -0.097557   9.167628  11.509813  37.598196  20.690825  21.857430   3.404252   9.167628   0.442095   0.015385   0.000000   0.187227      49652
